name,code,year,month,max,min,lat,lon
稚内,47401,2024,1,-1.3,-5.6,45.415,141.6783
稚内,47401,2024,2,-1.4,-6.7,45.415,141.6783
稚内,47401,2024,3,2.0,-2.9,45.415,141.6783
稚内,47401,2024,4,10.8,4.4,45.415,141.6783
稚内,47401,2024,5,12.3,6.4,45.415,141.6783
稚内,47401,2024,6,16.9,11.5,45.415,141.6783
稚内,47401,2024,7,22.3,17.0,45.415,141.6783
稚内,47401,2024,8,21.8,16.9,45.415,141.6783
稚内,47401,2024,9,,,45.415,141.6783
稚内,47401,2024,10,,,45.415,141.6783
稚内,47401,2024,11,,,45.415,141.6783
稚内,47401,2024,12,,,45.415,141.6783
北見枝幸,47402,2024,1,-2.0,-7.4,44.94,142.585
北見枝幸,47402,2024,2,-1.3,-9.0,44.94,142.585
北見枝幸,47402,2024,3,2.3,-5.3,44.94,142.585
北見枝幸,47402,2024,4,12.0,3.6,44.94,142.585
北見枝幸,47402,2024,5,14.2,5.9,44.94,142.585
北見枝幸,47402,2024,6,18.4,10.6,44.94,142.585
北見枝幸,47402,2024,7,22.8,16.4,44.94,142.585
北見枝幸,47402,2024,8,22.2,16.7,44.94,142.585
北見枝幸,47402,2024,9,,,44.94,142.585
北見枝幸,47402,2024,10,,,44.94,142.585
北見枝幸,47402,2024,11,,,44.94,142.585
北見枝幸,47402,2024,12,,,44.94,142.585
中頓別,1051,2024,1,-2.3,-12.9,44.965,142.28
中頓別,1051,2024,2,-1.6,-15.7,44.965,142.28
中頓別,1051,2024,3,2.2,-11.8,44.965,142.28
中頓別,1051,2024,4,12.9,1.2,44.965,142.28
中頓別,1051,2024,5,15.7,4.1,44.965,142.28
中頓別,1051,2024,6,20.4,10.1,44.965,142.28
中頓別,1051,2024,7,25.3,15.9,44.965,142.28
中頓別,1051,2024,8,,,44.965,142.28
中頓別,1051,2024,9,,,44.965,142.28
中頓別,1051,2024,10,,,44.965,142.28
中頓別,1051,2024,11,,,44.965,142.28
中頓別,1051,2024,12,,,44.965,142.28
豊富,1054,2024,1,-2.0,-8.5,45.1067,141.765
豊富,1054,2024,2,-2.0,-10.2,45.1067,141.765
豊富,1054,2024,3,1.5,-7.1,45.1067,141.765
豊富,1054,2024,4,11.2,2.3,45.1067,141.765
豊富,1054,2024,5,13.2,4.9,45.1067,141.765
豊富,1054,2024,6,17.8,9.6,45.1067,141.765
豊富,1054,2024,7,23.3,15.6,45.1067,141.765
豊富,1054,2024,8,,,45.1067,141.765
豊富,1054,2024,9,,,45.1067,141.765
豊富,1054,2024,10,,,45.1067,141.765
豊富,1054,2024,11,,,45.1067,141.765
豊富,1054,2024,12,,,45.1067,141.765
沼川,1203,2024,1,-2.6,-9.9,45.2483,141.8517
沼川,1203,2024,2,-2.3,-13.1,45.2483,141.8517
沼川,1203,2024,3,1.3,-9.6,45.2483,141.8517
沼川,1203,2024,4,11.2,1.5,45.2483,141.8517
沼川,1203,2024,5,13.5,4.2,45.2483,141.8517
沼川,1203,2024,6,18.1,9.5,45.2483,141.8517
沼川,1203,2024,7,23.1,15.1,45.2483,141.8517
沼川,1203,2024,8,,,45.2483,141.8517
沼川,1203,2024,9,,,45.2483,141.8517
沼川,1203,2024,10,,,45.2483,141.8517
沼川,1203,2024,11,,,45.2483,141.8517
沼川,1203,2024,12,,,45.2483,141.8517
船泊,1207,2024,1,,,45.4367,141.035
船泊,1207,2024,2,,,45.4367,141.035
船泊,1207,2024,3,,,45.4367,141.035
船泊,1207,2024,4,,,45.4367,141.035
船泊,1207,2024,5,,,45.4367,141.035
船泊,1207,2024,6,,,45.4367,141.035
船泊,1207,2024,7,,,45.4367,141.035
船泊,1207,2024,8,,,45.4367,141.035
船泊,1207,2024,9,,,45.4367,141.035
船泊,1207,2024,10,,,45.4367,141.035
船泊,1207,2024,11,,,45.4367,141.035
船泊,1207,2024,12,,,45.4367,141.035
宗谷岬,1284,2024,1,-2.0,-6.2,45.52,141.935
宗谷岬,1284,2024,2,-2.2,-7.3,45.52,141.935
宗谷岬,1284,2024,3,1.1,-3.9,45.52,141.935
宗谷岬,1284,2024,4,10.0,3.0,45.52,141.935
宗谷岬,1284,2024,5,11.8,4.9,45.52,141.935
宗谷岬,1284,2024,6,16.2,10.1,45.52,141.935
宗谷岬,1284,2024,7,21.1,15.5,45.52,141.935
宗谷岬,1284,2024,8,,,45.52,141.935
宗谷岬,1284,2024,9,,,45.52,141.935
宗谷岬,1284,2024,10,,,45.52,141.935
宗谷岬,1284,2024,11,,,45.52,141.935
宗谷岬,1284,2024,12,,,45.52,141.935
浜鬼志別,1285,2024,1,-2.5,-8.1,45.335,142.17
浜鬼志別,1285,2024,2,-2.2,-10.7,45.335,142.17
浜鬼志別,1285,2024,3,1.0,-6.8,45.335,142.17
浜鬼志別,1285,2024,4,10.5,2.3,45.335,142.17
浜鬼志別,1285,2024,5,12.6,4.7,45.335,142.17
浜鬼志別,1285,2024,6,16.9,10.0,45.335,142.17
浜鬼志別,1285,2024,7,21.9,15.5,45.335,142.17
浜鬼志別,1285,2024,8,,,45.335,142.17
浜鬼志別,1285,2024,9,,,45.335,142.17
浜鬼志別,1285,2024,10,,,45.335,142.17
浜鬼志別,1285,2024,11,,,45.335,142.17
浜鬼志別,1285,2024,12,,,45.335,142.17
本泊,1512,2024,1,-1.0,-5.7,45.2417,141.1867
本泊,1512,2024,2,-1.4,-7.2,45.2417,141.1867
本泊,1512,2024,3,1.9,-3.1,45.2417,141.1867
本泊,1512,2024,4,11.0,3.5,45.2417,141.1867
本泊,1512,2024,5,13.2,5.6,45.2417,141.1867
本泊,1512,2024,6,17.6,11.3,45.2417,141.1867
本泊,1512,2024,7,22.7,16.4,45.2417,141.1867
本泊,1512,2024,8,,,45.2417,141.1867
本泊,1512,2024,9,,,45.2417,141.1867
本泊,1512,2024,10,,,45.2417,141.1867
本泊,1512,2024,11,,,45.2417,141.1867
本泊,1512,2024,12,,,45.2417,141.1867
声問,1528,2024,1,-2.0,-7.9,45.4033,141.8
声問,1528,2024,2,-2.0,-10.5,45.4033,141.8
声問,1528,2024,3,1.3,-7.3,45.4033,141.8
声問,1528,2024,4,11.4,2.2,45.4033,141.8
声問,1528,2024,5,13.1,4.5,45.4033,141.8
声問,1528,2024,6,18.0,9.7,45.4033,141.8
声問,1528,2024,7,23.0,15.6,45.4033,141.8
声問,1528,2024,8,,,45.4033,141.8
声問,1528,2024,9,,,45.4033,141.8
声問,1528,2024,10,,,45.4033,141.8
声問,1528,2024,11,,,45.4033,141.8
声問,1528,2024,12,,,45.4033,141.8
礼文,1546,2024,1,-1.2,-5.3,45.305,141.045
礼文,1546,2024,2,-1.5,-6.1,45.305,141.045
礼文,1546,2024,3,1.6,-2.1,45.305,141.045
礼文,1546,2024,4,9.5,4.0,45.305,141.045
礼文,1546,2024,5,11.5,6.0,45.305,141.045
礼文,1546,2024,6,16.1,11.0,45.305,141.045
礼文,1546,2024,7,22.0,16.5,45.305,141.045
礼文,1546,2024,8,,,45.305,141.045
礼文,1546,2024,9,,,45.305,141.045
礼文,1546,2024,10,,,45.305,141.045
礼文,1546,2024,11,,,45.305,141.045
礼文,1546,2024,12,,,45.305,141.045
幌泊,1593,2024,1,,,45.455,141.0383
幌泊,1593,2024,2,,,45.455,141.0383
幌泊,1593,2024,3,,,45.455,141.0383
幌泊,1593,2024,4,,,45.455,141.0383
幌泊,1593,2024,5,,,45.455,141.0383
幌泊,1593,2024,6,,,45.455,141.0383
幌泊,1593,2024,7,,,45.455,141.0383
幌泊,1593,2024,8,,,45.455,141.0383
幌泊,1593,2024,9,,,45.455,141.0383
幌泊,1593,2024,10,,,45.455,141.0383
幌泊,1593,2024,11,,,45.455,141.0383
幌泊,1593,2024,12,,,45.455,141.0383
幌延,1573,2024,1,,,45.0067,141.8517
幌延,1573,2024,2,,,45.0067,141.8517
幌延,1573,2024,3,,,45.0067,141.8517
幌延,1573,2024,4,,,45.0067,141.8517
幌延,1573,2024,5,,,45.0067,141.8517
幌延,1573,2024,6,,,45.0067,141.8517
幌延,1573,2024,7,,,45.0067,141.8517
幌延,1573,2024,8,,,45.0067,141.8517
幌延,1573,2024,9,,,45.0067,141.8517
幌延,1573,2024,10,,,45.0067,141.8517
幌延,1573,2024,11,,,45.0067,141.8517
幌延,1573,2024,12,,,45.0067,141.8517
旭川,47407,2024,1,-1.7,-10.2,43.7567,142.3717
旭川,47407,2024,2,-0.2,-10.6,43.7567,142.3717
旭川,47407,2024,3,3.0,-7.2,43.7567,142.3717
旭川,47407,2024,4,15.4,2.6,43.7567,142.3717
旭川,47407,2024,5,19.0,7.3,43.7567,142.3717
旭川,47407,2024,6,24.1,13.1,43.7567,142.3717
旭川,47407,2024,7,28.5,18.3,43.7567,142.3717
旭川,47407,2024,8,29.2,19.5,43.7567,142.3717
旭川,47407,2024,9,,,43.7567,142.3717
旭川,47407,2024,10,,,43.7567,142.3717
旭川,47407,2024,11,,,43.7567,142.3717
旭川,47407,2024,12,,,43.7567,142.3717
朝日,1047,2024,1,-2.5,-11.6,44.1183,142.595
朝日,1047,2024,2,-1.2,-13.0,44.1183,142.595
朝日,1047,2024,3,1.9,-9.5,44.1183,142.595
朝日,1047,2024,4,14.4,1.4,44.1183,142.595
朝日,1047,2024,5,17.8,5.6,44.1183,142.595
朝日,1047,2024,6,23.6,11.6,44.1183,142.595
朝日,1047,2024,7,28.3,17.1,44.1183,142.595
朝日,1047,2024,8,,,44.1183,142.595
朝日,1047,2024,9,,,44.1183,142.595
朝日,1047,2024,10,,,44.1183,142.595
朝日,1047,2024,11,,,44.1183,142.595
朝日,1047,2024,12,,,44.1183,142.595
比布,1048,2024,1,-2.8,-13.0,43.875,142.48
比布,1048,2024,2,-1.5,-13.3,43.875,142.48
比布,1048,2024,3,2.1,-9.8,43.875,142.48
比布,1048,2024,4,14.5,1.3,43.875,142.48
比布,1048,2024,5,18.3,6.2,43.875,142.48
比布,1048,2024,6,23.4,12.5,43.875,142.48
比布,1048,2024,7,28.0,17.3,43.875,142.48
比布,1048,2024,8,,,43.875,142.48
比布,1048,2024,9,,,43.875,142.48
比布,1048,2024,10,,,43.875,142.48
比布,1048,2024,11,,,43.875,142.48
比布,1048,2024,12,,,43.875,142.48
層雲峡,1049,2024,1,,,43.7533,142.93
層雲峡,1049,2024,2,,,43.7533,142.93
層雲峡,1049,2024,3,,,43.7533,142.93
層雲峡,1049,2024,4,,,43.7533,142.93
層雲峡,1049,2024,5,,,43.7533,142.93
層雲峡,1049,2024,6,,,43.7533,142.93
層雲峡,1049,2024,7,,,43.7533,142.93
層雲峡,1049,2024,8,,,43.7533,142.93
層雲峡,1049,2024,9,,,43.7533,142.93
層雲峡,1049,2024,10,,,43.7533,142.93
層雲峡,1049,2024,11,,,43.7533,142.93
層雲峡,1049,2024,12,,,43.7533,142.93
美瑛,1052,2024,1,-2.3,-13.7,43.5883,142.4933
美瑛,1052,2024,2,-1.1,-13.6,43.5883,142.4933
美瑛,1052,2024,3,2.1,-10.8,43.5883,142.4933
美瑛,1052,2024,4,14.6,1.3,43.5883,142.4933
美瑛,1052,2024,5,18.8,5.4,43.5883,142.4933
美瑛,1052,2024,6,23.7,11.2,43.5883,142.4933
美瑛,1052,2024,7,27.9,16.3,43.5883,142.4933
美瑛,1052,2024,8,,,43.5883,142.4933
美瑛,1052,2024,9,,,43.5883,142.4933
美瑛,1052,2024,10,,,43.5883,142.4933
美瑛,1052,2024,11,,,43.5883,142.4933
美瑛,1052,2024,12,,,43.5883,142.4933
和寒,1055,2024,1,-2.8,-13.5,44.0283,142.41
和寒,1055,2024,2,-1.3,-14.1,44.0283,142.41
和寒,1055,2024,3,2.1,-9.5,44.0283,142.41
和寒,1055,2024,4,14.5,2.1,44.0283,142.41
和寒,1055,2024,5,18.2,6.3,44.0283,142.41
和寒,1055,2024,6,23.5,12.2,44.0283,142.41
和寒,1055,2024,7,27.9,16.9,44.0283,142.41
和寒,1055,2024,8,,,44.0283,142.41
和寒,1055,2024,9,,,44.0283,142.41
和寒,1055,2024,10,,,44.0283,142.41
和寒,1055,2024,11,,,44.0283,142.41
和寒,1055,2024,12,,,44.0283,142.41
東川,1184,2024,1,-2.2,-11.7,43.7017,142.5083
東川,1184,2024,2,-0.9,-11.3,43.7017,142.5083
東川,1184,2024,3,2.1,-8.2,43.7017,142.5083
東川,1184,2024,4,15.0,2.7,43.7017,142.5083
東川,1184,2024,5,19.0,7.3,43.7017,142.5083
東川,1184,2024,6,23.9,13.2,43.7017,142.5083
東川,1184,2024,7,28.2,18.3,43.7017,142.5083
東川,1184,2024,8,,,43.7017,142.5083
東川,1184,2024,9,,,43.7017,142.5083
東川,1184,2024,10,,,43.7017,142.5083
東川,1184,2024,11,,,43.7017,142.5083
東川,1184,2024,12,,,43.7017,142.5083
志比内,1185,2024,1,-2.4,-11.5,43.6433,142.5817
志比内,1185,2024,2,-1.6,-11.7,43.6433,142.5817
志比内,1185,2024,3,1.5,-8.6,43.6433,142.5817
志比内,1185,2024,4,14.0,2.4,43.6433,142.5817
志比内,1185,2024,5,18.2,6.4,43.6433,142.5817
志比内,1185,2024,6,23.0,12.1,43.6433,142.5817
志比内,1185,2024,7,27.3,17.2,43.6433,142.5817
志比内,1185,2024,8,,,43.6433,142.5817
志比内,1185,2024,9,,,43.6433,142.5817
志比内,1185,2024,10,,,43.6433,142.5817
志比内,1185,2024,11,,,43.6433,142.5817
志比内,1185,2024,12,,,43.6433,142.5817
幾寅,1188,2024,1,-2.1,-13.1,43.1683,142.5683
幾寅,1188,2024,2,-1.0,-12.3,43.1683,142.5683
幾寅,1188,2024,3,1.6,-9.7,43.1683,142.5683
幾寅,1188,2024,4,13.4,1.3,43.1683,142.5683
幾寅,1188,2024,5,17.8,5.4,43.1683,142.5683
幾寅,1188,2024,6,22.7,11.0,43.1683,142.5683
幾寅,1188,2024,7,26.9,16.4,43.1683,142.5683
幾寅,1188,2024,8,,,43.1683,142.5683
幾寅,1188,2024,9,,,43.1683,142.5683
幾寅,1188,2024,10,,,43.1683,142.5683
幾寅,1188,2024,11,,,43.1683,142.5683
幾寅,1188,2024,12,,,43.1683,142.5683
占冠,1189,2024,1,-1.6,-15.6,42.9783,142.395
占冠,1189,2024,2,-0.7,-15.1,42.9783,142.395
占冠,1189,2024,3,2.0,-11.4,42.9783,142.395
占冠,1189,2024,4,13.8,0.1,42.9783,142.395
占冠,1189,2024,5,17.3,4.1,42.9783,142.395
占冠,1189,2024,6,23.0,10.5,42.9783,142.395
占冠,1189,2024,7,26.3,16.0,42.9783,142.395
占冠,1189,2024,8,,,42.9783,142.395
占冠,1189,2024,9,,,42.9783,142.395
占冠,1189,2024,10,,,42.9783,142.395
占冠,1189,2024,11,,,42.9783,142.395
占冠,1189,2024,12,,,42.9783,142.395
上富良野,1190,2024,1,-1.9,-12.3,43.455,142.465
上富良野,1190,2024,2,-0.6,-11.6,43.455,142.465
上富良野,1190,2024,3,2.9,-9.0,43.455,142.465
上富良野,1190,2024,4,15.5,2.8,43.455,142.465
上富良野,1190,2024,5,19.6,7.2,43.455,142.465
上富良野,1190,2024,6,24.7,13.2,43.455,142.465
上富良野,1190,2024,7,28.8,18.1,43.455,142.465
上富良野,1190,2024,8,,,43.455,142.465
上富良野,1190,2024,9,,,43.455,142.465
上富良野,1190,2024,10,,,43.455,142.465
上富良野,1190,2024,11,,,43.455,142.465
上富良野,1190,2024,12,,,43.455,142.465
江丹別,1191,2024,1,-2.1,-14.7,43.87,142.26
江丹別,1191,2024,2,-0.8,-15.4,43.87,142.26
江丹別,1191,2024,3,2.6,-12.0,43.87,142.26
江丹別,1191,2024,4,14.0,-0.7,43.87,142.26
江丹別,1191,2024,5,18.5,5.0,43.87,142.26
江丹別,1191,2024,6,23.6,11.5,43.87,142.26
江丹別,1191,2024,7,27.9,16.7,43.87,142.26
江丹別,1191,2024,8,,,43.87,142.26
江丹別,1191,2024,9,,,43.87,142.26
江丹別,1191,2024,10,,,43.87,142.26
江丹別,1191,2024,11,,,43.87,142.26
江丹別,1191,2024,12,,,43.87,142.26
音威子府,1197,2024,1,-2.5,-12.0,44.7267,142.265
音威子府,1197,2024,2,-1.7,-14.5,44.7267,142.265
音威子府,1197,2024,3,2.1,-9.9,44.7267,142.265
音威子府,1197,2024,4,13.1,1.6,44.7267,142.265
音威子府,1197,2024,5,16.7,5.1,44.7267,142.265
音威子府,1197,2024,6,21.5,10.6,44.7267,142.265
音威子府,1197,2024,7,26.6,16.6,44.7267,142.265
音威子府,1197,2024,8,,,44.7267,142.265
音威子府,1197,2024,9,,,44.7267,142.265
音威子府,1197,2024,10,,,44.7267,142.265
音威子府,1197,2024,11,,,44.7267,142.265
音威子府,1197,2024,12,,,44.7267,142.265
中川,1201,2024,1,-1.8,-11.7,44.8283,142.0767
中川,1201,2024,2,-1.1,-13.3,44.8283,142.0767
中川,1201,2024,3,2.5,-9.6,44.8283,142.0767
中川,1201,2024,4,13.6,1.2,44.8283,142.0767
中川,1201,2024,5,16.2,4.4,44.8283,142.0767
中川,1201,2024,6,21.0,10.3,44.8283,142.0767
中川,1201,2024,7,25.8,16.0,44.8283,142.0767
中川,1201,2024,8,,,44.8283,142.0767
中川,1201,2024,9,,,44.8283,142.0767
中川,1201,2024,10,,,44.8283,142.0767
中川,1201,2024,11,,,44.8283,142.0767
中川,1201,2024,12,,,44.8283,142.0767
麓郷,1280,2024,1,-2.1,-13.0,43.3017,142.5217
麓郷,1280,2024,2,-1.0,-12.4,43.3017,142.5217
麓郷,1280,2024,3,2.2,-9.8,43.3017,142.5217
麓郷,1280,2024,4,14.6,1.7,43.3017,142.5217
麓郷,1280,2024,5,18.7,5.4,43.3017,142.5217
麓郷,1280,2024,6,23.9,11.7,43.3017,142.5217
麓郷,1280,2024,7,27.8,16.6,43.3017,142.5217
麓郷,1280,2024,8,,,43.3017,142.5217
麓郷,1280,2024,9,,,43.3017,142.5217
麓郷,1280,2024,10,,,43.3017,142.5217
麓郷,1280,2024,11,,,43.3017,142.5217
麓郷,1280,2024,12,,,43.3017,142.5217
東神楽,1458,2024,1,-2.7,-13.0,43.67,142.4467
東神楽,1458,2024,2,-1.6,-13.0,43.67,142.4467
東神楽,1458,2024,3,1.6,-9.8,43.67,142.4467
東神楽,1458,2024,4,14.4,1.8,43.67,142.4467
東神楽,1458,2024,5,18.2,5.7,43.67,142.4467
東神楽,1458,2024,6,23.4,11.6,43.67,142.4467
東神楽,1458,2024,7,27.4,16.6,43.67,142.4467
東神楽,1458,2024,8,,,43.67,142.4467
東神楽,1458,2024,9,,,43.67,142.4467
東神楽,1458,2024,10,,,43.67,142.4467
東神楽,1458,2024,11,,,43.67,142.4467
東神楽,1458,2024,12,,,43.67,142.4467
小車,1570,2024,1,,,44.6083,142.295
小車,1570,2024,2,,,44.6083,142.295
小車,1570,2024,3,,,44.6083,142.295
小車,1570,2024,4,,,44.6083,142.295
小車,1570,2024,5,,,44.6083,142.295
小車,1570,2024,6,,,44.6083,142.295
小車,1570,2024,7,,,44.6083,142.295
小車,1570,2024,8,,,44.6083,142.295
小車,1570,2024,9,,,44.6083,142.295
小車,1570,2024,10,,,44.6083,142.295
小車,1570,2024,11,,,44.6083,142.295
小車,1570,2024,12,,,44.6083,142.295
剣淵,1572,2024,1,,,44.1067,142.3533
剣淵,1572,2024,2,,,44.1067,142.3533
剣淵,1572,2024,3,,,44.1067,142.3533
剣淵,1572,2024,4,,,44.1067,142.3533
剣淵,1572,2024,5,,,44.1067,142.3533
剣淵,1572,2024,6,,,44.1067,142.3533
剣淵,1572,2024,7,,,44.1067,142.3533
剣淵,1572,2024,8,,,44.1067,142.3533
剣淵,1572,2024,9,,,44.1067,142.3533
剣淵,1572,2024,10,,,44.1067,142.3533
剣淵,1572,2024,11,,,44.1067,142.3533
剣淵,1572,2024,12,,,44.1067,142.3533
金山,1574,2024,1,,,43.1383,142.4167
金山,1574,2024,2,,,43.1383,142.4167
金山,1574,2024,3,,,43.1383,142.4167
金山,1574,2024,4,,,43.1383,142.4167
金山,1574,2024,5,,,43.1383,142.4167
金山,1574,2024,6,,,43.1383,142.4167
金山,1574,2024,7,,,43.1383,142.4167
金山,1574,2024,8,,,43.1383,142.4167
金山,1574,2024,9,,,43.1383,142.4167
金山,1574,2024,10,,,43.1383,142.4167
金山,1574,2024,11,,,43.1383,142.4167
金山,1574,2024,12,,,43.1383,142.4167
幌加内,1053,2024,1,-2.8,-14.0,44.01,142.16
幌加内,1053,2024,2,-1.9,-15.3,44.01,142.16
幌加内,1053,2024,3,1.4,-12.2,44.01,142.16
幌加内,1053,2024,4,12.5,0.1,44.01,142.16
幌加内,1053,2024,5,17.0,5.3,44.01,142.16
幌加内,1053,2024,6,22.5,11.5,44.01,142.16
幌加内,1053,2024,7,27.0,16.4,44.01,142.16
幌加内,1053,2024,8,,,44.01,142.16
幌加内,1053,2024,9,,,44.01,142.16
幌加内,1053,2024,10,,,44.01,142.16
幌加内,1053,2024,11,,,44.01,142.16
幌加内,1053,2024,12,,,44.01,142.16
朱鞠内,1279,2024,1,-3.1,-13.6,44.2817,142.1617
朱鞠内,1279,2024,2,-2.2,-16.3,44.2817,142.1617
朱鞠内,1279,2024,3,1.2,-12.9,44.2817,142.1617
朱鞠内,1279,2024,4,12.2,-0.8,44.2817,142.1617
朱鞠内,1279,2024,5,16.3,4.2,44.2817,142.1617
朱鞠内,1279,2024,6,21.6,9.8,44.2817,142.1617
朱鞠内,1279,2024,7,26.2,15.0,44.2817,142.1617
朱鞠内,1279,2024,8,,,44.2817,142.1617
朱鞠内,1279,2024,9,,,44.2817,142.1617
朱鞠内,1279,2024,10,,,44.2817,142.1617
朱鞠内,1279,2024,11,,,44.2817,142.1617
朱鞠内,1279,2024,12,,,44.2817,142.1617
羽幌,47404,2024,1,-0.1,-7.1,44.3633,141.7
羽幌,47404,2024,2,0.0,-8.2,44.3633,141.7
羽幌,47404,2024,3,3.1,-5.0,44.3633,141.7
羽幌,47404,2024,4,13.3,4.1,44.3633,141.7
羽幌,47404,2024,5,15.7,7.3,44.3633,141.7
羽幌,47404,2024,6,20.4,13.6,44.3633,141.7
羽幌,47404,2024,7,24.3,18.2,44.3633,141.7
羽幌,47404,2024,8,26.3,19.4,44.3633,141.7
羽幌,47404,2024,9,,,44.3633,141.7
羽幌,47404,2024,10,,,44.3633,141.7
羽幌,47404,2024,11,,,44.3633,141.7
羽幌,47404,2024,12,,,44.3633,141.7
留萌,47406,2024,1,0.0,-6.5,43.945,141.6317
留萌,47406,2024,2,0.5,-6.9,43.945,141.6317
留萌,47406,2024,3,2.7,-4.5,43.945,141.6317
留萌,47406,2024,4,12.7,4.1,43.945,141.6317
留萌,47406,2024,5,16.0,7.6,43.945,141.6317
留萌,47406,2024,6,20.6,13.5,43.945,141.6317
留萌,47406,2024,7,24.4,18.3,43.945,141.6317
留萌,47406,2024,8,26.5,19.9,43.945,141.6317
留萌,47406,2024,9,,,43.945,141.6317
留萌,47406,2024,10,,,43.945,141.6317
留萌,47406,2024,11,,,43.945,141.6317
留萌,47406,2024,12,,,43.945,141.6317
古丹別,1112,2024,1,,,44.265,141.7217
古丹別,1112,2024,2,,,44.265,141.7217
古丹別,1112,2024,3,,,44.265,141.7217
古丹別,1112,2024,4,,,44.265,141.7217
古丹別,1112,2024,5,,,44.265,141.7217
古丹別,1112,2024,6,,,44.265,141.7217
古丹別,1112,2024,7,,,44.265,141.7217
古丹別,1112,2024,8,,,44.265,141.7217
古丹別,1112,2024,9,,,44.265,141.7217
古丹別,1112,2024,10,,,44.265,141.7217
古丹別,1112,2024,11,,,44.265,141.7217
古丹別,1112,2024,12,,,44.265,141.7217
焼尻,1213,2024,1,0.2,-4.0,44.4283,141.4217
焼尻,1213,2024,2,-0.4,-5.0,44.4283,141.4217
焼尻,1213,2024,3,2.6,-1.6,44.4283,141.4217
焼尻,1213,2024,4,11.0,5.2,44.4283,141.4217
焼尻,1213,2024,5,13.2,7.4,44.4283,141.4217
焼尻,1213,2024,6,18.5,13.1,44.4283,141.4217
焼尻,1213,2024,7,23.2,17.7,44.4283,141.4217
焼尻,1213,2024,8,,,44.4283,141.4217
焼尻,1213,2024,9,,,44.4283,141.4217
焼尻,1213,2024,10,,,44.4283,141.4217
焼尻,1213,2024,11,,,44.4283,141.4217
焼尻,1213,2024,12,,,44.4283,141.4217
初山別,1216,2024,1,-0.4,-7.7,44.5233,141.77
初山別,1216,2024,2,-0.6,-8.8,44.5233,141.77
初山別,1216,2024,3,2.3,-5.5,44.5233,141.77
初山別,1216,2024,4,12.8,3.6,44.5233,141.77
初山別,1216,2024,5,15.2,6.1,44.5233,141.77
初山別,1216,2024,6,19.9,12.6,44.5233,141.77
初山別,1216,2024,7,24.3,17.1,44.5233,141.77
初山別,1216,2024,8,,,44.5233,141.77
初山別,1216,2024,9,,,44.5233,141.77
初山別,1216,2024,10,,,44.5233,141.77
初山別,1216,2024,11,,,44.5233,141.77
初山別,1216,2024,12,,,44.5233,141.77
達布,1217,2024,1,-1.2,-11.6,44.0483,141.8567
達布,1217,2024,2,-0.3,-11.5,44.0483,141.8567
達布,1217,2024,3,3.0,-8.3,44.0483,141.8567
達布,1217,2024,4,13.8,0.8,44.0483,141.8567
達布,1217,2024,5,17.8,5.5,44.0483,141.8567
達布,1217,2024,6,22.9,11.7,44.0483,141.8567
達布,1217,2024,7,26.8,16.5,44.0483,141.8567
達布,1217,2024,8,,,44.0483,141.8567
達布,1217,2024,9,,,44.0483,141.8567
達布,1217,2024,10,,,44.0483,141.8567
達布,1217,2024,11,,,44.0483,141.8567
達布,1217,2024,12,,,44.0483,141.8567
幌糠,1218,2024,1,-1.3,-11.3,43.8533,141.76
幌糠,1218,2024,2,-0.5,-12.1,43.8533,141.76
幌糠,1218,2024,3,2.4,-9.5,43.8533,141.76
幌糠,1218,2024,4,13.0,-0.3,43.8533,141.76
幌糠,1218,2024,5,17.9,5.8,43.8533,141.76
幌糠,1218,2024,6,22.6,11.7,43.8533,141.76
幌糠,1218,2024,7,26.6,16.8,43.8533,141.76
幌糠,1218,2024,8,,,43.8533,141.76
幌糠,1218,2024,9,,,43.8533,141.76
幌糠,1218,2024,10,,,43.8533,141.76
幌糠,1218,2024,11,,,43.8533,141.76
幌糠,1218,2024,12,,,43.8533,141.76
札幌,47412,2024,1,1.1,-4.9,43.06,141.3283
札幌,47412,2024,2,1.5,-5.1,43.06,141.3283
札幌,47412,2024,3,4.2,-2.7,43.06,141.3283
札幌,47412,2024,4,15.7,6.5,43.06,141.3283
札幌,47412,2024,5,19.1,9.8,43.06,141.3283
札幌,47412,2024,6,23.9,15.1,43.06,141.3283
札幌,47412,2024,7,28.0,20.1,43.06,141.3283
札幌,47412,2024,8,28.3,21.8,43.06,141.3283
札幌,47412,2024,9,,,43.06,141.3283
札幌,47412,2024,10,,,43.06,141.3283
札幌,47412,2024,11,,,43.06,141.3283
札幌,47412,2024,12,,,43.06,141.3283
西野幌,1076,2024,1,,,43.0433,141.54
西野幌,1076,2024,2,,,43.0433,141.54
西野幌,1076,2024,3,,,43.0433,141.54
西野幌,1076,2024,4,,,43.0433,141.54
西野幌,1076,2024,5,,,43.0433,141.54
西野幌,1076,2024,6,,,43.0433,141.54
西野幌,1076,2024,7,,,43.0433,141.54
西野幌,1076,2024,8,,,43.0433,141.54
西野幌,1076,2024,9,,,43.0433,141.54
西野幌,1076,2024,10,,,43.0433,141.54
西野幌,1076,2024,11,,,43.0433,141.54
西野幌,1076,2024,12,,,43.0433,141.54
石狩,1085,2024,1,0.0,-7.7,43.1933,141.37
石狩,1085,2024,2,0.1,-7.9,43.1933,141.37
石狩,1085,2024,3,2.9,-5.6,43.1933,141.37
石狩,1085,2024,4,14.4,4.1,43.1933,141.37
